Class,Confidence,Bounding Box,Center 3D Coordinates,Corner 1 Coordinates,Corner 2 Coordinates,Corner 3 Coordinates,Corner 4 Coordinates
10ML_sorting_tube_rack,0.37639498710632324,"[1.0, 359.0, 85.0, 479.0]","[-0.0, 0.0, 0.0]",,"[-105.0, 52.0, 266.0]","[-269.0, 198.0, 504.0]","[-203.0, 202.0, 514.0]"
tube_rack_storage_cabinet,0.28824928402900696,"[450.0, 350.0, 639.0, 480.0]","[0.0, 0.0, 0.0]","[422.0, 365.0, 2035.0000000000002]","[1052.0, 364.0, 2028.0]",,"[120.0, 91.0, 232.0]"
blood_tube,0.39191490411758423,"[405.0, 147.0, 440.0, 199.0]","[342.0, -239.0, 2126.0]","[474.0, -553.0, 3561.0]","[990.0, -805.0, 5190.0]","[286.0, -149.0, 2149.0]","[400.0, -146.0, 2097.0]"
dispensing_tube_rack,0.2831498086452484,"[0.0, 126.0, 118.0, 346.0]","[-244.0, -5.0, 559.0]",,"[-182.0, -102.0, 536.0]",,"[-182.0, 92.0, 535.0]"
blood_tube,0.3948715925216675,"[405.0, 147.0, 440.0, 199.0]","[342.0, -239.0, 2126.0]","[460.0, -537.0, 3460.0]","[958.0, -779.0, 5020.0]","[285.0, -149.0, 2141.0]","[401.0, -146.0, 2104.0]"
blood_tube,0.4204276502132416,"[405.0, 147.0, 440.0, 199.0]","[342.0, -239.0, 2126.0]","[436.0, -508.0, 3275.0]","[950.0, -773.0, 4979.0]","[285.0, -149.0, 2141.0]","[401.0, -146.0, 2104.0]"
blood_tube,0.37967121601104736,"[405.0, 147.0, 440.0, 199.0]","[342.0, -239.0, 2126.0]","[455.0, -531.0, 3421.0]",,"[286.0, -149.0, 2149.0]","[403.0, -147.0, 2112.0]"
blood_tube,0.45179247856140137,"[405.0, 147.0, 440.0, 199.0]","[342.0, -239.0, 2126.0]","[436.0, -508.0, 3275.0]","[892.0, -726.0, 4675.0]","[285.0, -149.0, 2141.0]","[401.0, -146.0, 2104.0]"
sorting_tube_rack_base,0.7291731834411621,"[0.0, 92.0, 32.0, 149.0]","[-308.0, -121.0, 606.0]",,"[-289.0, -147.0, 599.0]","[-341.0, -97.0, 637.0]","[-281.0, -89.0, 583.0]"
blood_tube,0.3393895626068115,"[405.0, 147.0, 440.0, 199.0]","[342.0, -239.0, 2126.0]","[471.0, -549.0, 3540.0]","[920.0, -748.0, 4822.0]","[286.0, -149.0, 2149.0]","[400.0, -146.0, 2097.0]"
sorting_tube_rack_base,0.4835509955883026,"[0.0, 92.0, 36.0, 150.0]","[-306.0, -120.0, 606.0]",,"[-279.0, -145.0, 588.0]","[-334.0, -94.0, 625.0]","[-279.0, -88.0, 587.0]"
blood_tube,0.31253042817115784,"[405.0, 147.0, 440.0, 199.0]","[341.0, -238.0, 2119.0]","[448.0, -522.0, 3365.0]","[840.0, -684.0, 4406.0]","[284.0, -148.0, 2134.0]","[401.0, -146.0, 2104.0]"
blood_tube,0.3631458580493927,"[405.0, 147.0, 440.0, 199.0]","[344.0, -240.0, 2134.0]","[453.0, -528.0, 3402.0]","[1034.0, -841.0, 5420.0]","[286.0, -149.0, 2149.0]","[401.0, -146.0, 2104.0]"
blood_tube,0.4058384597301483,"[405.0, 147.0, 440.0, 199.0]","[341.0, -238.0, 2119.0]","[463.0, -540.0, 3480.0]","[1006.9999999999999, -819.0, 5279.0]","[286.0, -149.0, 2149.0]","[401.0, -146.0, 2104.0]"
blood_tube,0.35254913568496704,"[405.0, 147.0, 440.0, 199.0]","[342.0, -239.0, 2126.0]","[448.0, -522.0, 3365.0]","[1034.0, -841.0, 5420.0]","[287.0, -150.0, 2156.0]","[400.0, -146.0, 2097.0]"
blood_tube,0.38995757699012756,"[405.0, 147.0, 440.0, 199.0]","[342.0, -239.0, 2126.0]","[458.0, -534.0, 3440.0]","[982.0, -799.0, 5146.0]","[287.0, -150.0, 2156.0]","[400.0, -146.0, 2097.0]"
blood_tube,0.4122858941555023,"[405.0, 147.0, 440.0, 199.0]","[344.0, -240.0, 2134.0]","[440.0, -514.0, 3310.0]","[865.0, -704.0, 4536.0]","[288.0, -150.0, 2164.0]","[401.0, -146.0, 2104.0]"
blood_tube,0.38508352637290955,"[405.0, 147.0, 440.0, 199.0]","[344.0, -240.0, 2134.0]","[445.0, -519.0, 3346.0]","[899.0, -731.0, 4711.0]","[287.0, -150.0, 2156.0]","[401.0, -146.0, 2104.0]"
blood_tube,0.4192373752593994,"[405.0, 147.0, 440.0, 199.0]","[342.0, -239.0, 2126.0]","[445.0, -519.0, 3346.0]","[913.0, -742.0, 4784.0]","[285.0, -149.0, 2141.0]","[401.0, -146.0, 2104.0]"
tube_rack_storage_cabinet,0.3019602298736572,"[0.0, 80.0, 140.0, 414.0]","[-245.0, 6.0, 584.0]",,"[-184.0, -161.0, 606.0]",,"[-93.0, 87.0, 307.0]"
tube_rack_storage_cabinet,0.40670523047447205,"[0.0, 79.0, 141.0, 414.0]","[-244.0, 5.0, 582.0]",,"[-184.0, -163.0, 608.0]","[-317.0, 169.0, 593.0]","[-92.0, 87.0, 304.0]"
blood_tube,0.3674549162387848,"[405.0, 147.0, 440.0, 199.0]","[342.0, -239.0, 2126.0]","[448.0, -522.0, 3365.0]","[958.0, -779.0, 5020.0]","[287.0, -150.0, 2156.0]","[399.0, -145.0, 2090.0]"
blood_tube,0.3543580174446106,"[405.0, 147.0, 440.0, 199.0]","[344.0, -240.0, 2134.0]","[427.0, -498.0, 3206.0]",,"[287.0, -150.0, 2156.0]","[400.0, -146.0, 2097.0]"
blood_tube,0.39439159631729126,"[405.0, 147.0, 440.0, 199.0]","[344.0, -240.0, 2134.0]","[453.0, -528.0, 3402.0]","[1034.0, -841.0, 5420.0]","[286.0, -149.0, 2149.0]","[401.0, -146.0, 2104.0]"
blood_tube,0.3911876678466797,"[405.0, 147.0, 440.0, 199.0]","[346.0, -241.0, 2149.0]","[474.0, -553.0, 3561.0]","[927.0, -754.0, 4860.0]","[287.0, -150.0, 2156.0]","[400.0, -146.0, 2097.0]"
blood_tube,0.26138338446617126,"[405.0, 147.0, 440.0, 199.0]","[345.0, -241.0, 2141.0]","[479.0, -559.0, 3602.0]","[982.0, -799.0, 5146.0]","[286.0, -149.0, 2149.0]","[403.0, -147.0, 2112.0]"
10ML_sorting_tube_rack,0.25342708826065063,"[229.0, 324.0, 365.0, 463.0]","[-18.0, 103.0, 410.0]","[-86.0, 75.0, 550.0]","[134.0, 272.0, 1995.0]","[-50.0, 117.0, 320.0]","[47.0, 258.0, 706.0]"
tube_rack_storage_cabinet,0.25288814306259155,"[445.0, 365.0, 639.0, 480.0]","[0.0, 0.0, 0.0]","[422.0, 433.0, 2119.0]","[1052.0, 414.0, 2028.0]",,"[120.0, 91.0, 231.0]"
tube_rack_storage_cabinet,0.2760826647281647,"[444.0, 350.0, 639.0, 480.0]","[0.0, 0.0, 0.0]","[414.0, 376.0, 2097.0]","[1048.0, 363.0, 2021.0]",,"[120.0, 91.0, 231.0]"
blood_tube,0.285319447517395,"[405.0, 147.0, 440.0, 199.0]","[341.0, -238.0, 2119.0]","[443.0, -516.0, 3328.0]",,"[284.0, -148.0, 2134.0]","[403.0, -147.0, 2112.0]"
blood_tube,0.29518407583236694,"[405.0, 147.0, 440.0, 199.0]","[342.0, -239.0, 2126.0]","[450.0, -525.0, 3383.0]","[965.0, -785.0, 5061.0]","[285.0, -149.0, 2141.0]","[401.0, -146.0, 2104.0]"
tube_rack_storage_cabinet,0.25320005416870117,"[446.0, 374.0, 639.0, 480.0]","[0.0, 0.0, 0.0]","[427.0, 466.0, 2126.0]","[1077.0, 455.0, 2076.0]",,"[120.0, 91.0, 232.0]"
blood_tube,0.28073206543922424,"[405.0, 146.0, 440.0, 199.0]","[345.0, -244.0, 2141.0]","[485.0, -572.0, 3645.0]","[853.0, -701.0, 4470.0]","[289.0, -151.0, 2172.0]","[403.0, -147.0, 2112.0]"
tube_rack_storage_cabinet,0.2527258098125458,"[443.0, 356.0, 639.0, 480.0]","[0.0, 0.0, 0.0]","[418.0, 404.0, 2134.0]","[1066.0, 389.0, 2055.0]",,"[120.0, 91.0, 232.0]"
blood_tube,0.3216553330421448,"[405.0, 146.0, 440.0, 199.0]","[342.0, -242.0, 2126.0]","[491.0, -579.0, 3689.0]","[906.0, -745.0, 4747.0]","[289.0, -151.0, 2172.0]","[403.0, -147.0, 2112.0]"
blood_tube,0.3108741343021393,"[405.0, 147.0, 440.0, 199.0]","[340.0, -237.0, 2112.0]","[445.0, -519.0, 3346.0]","[927.0, -754.0, 4860.0]","[288.0, -150.0, 2164.0]","[401.0, -146.0, 2104.0]"
blood_tube,0.25465157628059387,"[405.0, 147.0, 440.0, 199.0]","[340.0, -237.0, 2112.0]","[427.0, -498.0, 3206.0]","[428.0, -348.0, 2243.0]","[287.0, -150.0, 2156.0]","[403.0, -147.0, 2112.0]"
blood_tube,0.269790917634964,"[405.0, 147.0, 440.0, 199.0]","[342.0, -239.0, 2126.0]","[433.0, -505.0, 3257.0]","[865.0, -704.0, 4536.0]","[287.0, -150.0, 2156.0]","[401.0, -146.0, 2104.0]"
blood_tube,0.26241299510002136,"[405.0, 147.0, 440.0, 199.0]","[340.0, -237.0, 2112.0]","[476.0, -556.0, 3581.0]","[973.0, -792.0, 5103.0]","[286.0, -149.0, 2149.0]","[403.0, -147.0, 2112.0]"
tube_rack_storage_cabinet,0.2544984817504883,"[443.0, 360.0, 639.0, 480.0]","[0.0, 0.0, 0.0]","[413.0, 414.0, 2112.0]","[1099.0, 415.0, 2119.0]",,"[120.0, 91.0, 232.0]"
blood_tube,0.26973286271095276,"[405.0, 146.0, 440.0, 199.0]","[344.0, -243.0, 2134.0]","[471.0, -555.0, 3540.0]","[1006.9999999999999, -828.0, 5279.0]","[287.0, -150.0, 2156.0]","[403.0, -147.0, 2112.0]"
blood_tube,0.2678464949131012,"[405.0, 146.0, 440.0, 199.0]","[346.0, -245.0, 2149.0]","[506.0, -597.0, 3804.0]","[973.0, -800.0, 5103.0]","[287.0, -150.0, 2156.0]","[403.0, -147.0, 2112.0]"
blood_tube,0.3782484531402588,"[405.0, 146.0, 440.0, 198.0]","[342.0, -242.0, 2126.0]","[468.0, -552.0, 3520.0]","[899.0, -739.0, 4711.0]","[288.0, -154.0, 2164.0]","[404.0, -151.0, 2119.0]"
blood_tube,0.4405975937843323,"[405.0, 145.0, 440.0, 199.0]","[349.0, -247.0, 2164.0]","[516.0, -614.0, 3876.0]","[779.0, -647.0, 4083.0]","[286.0, -149.0, 2149.0]","[401.0, -146.0, 2104.0]"
blood_tube,0.421253502368927,"[405.0, 145.0, 440.0, 199.0]","[344.0, -243.0, 2134.0]","[506.0, -603.0, 3804.0]","[744.0, -618.0, 3901.0]","[288.0, -150.0, 2164.0]","[403.0, -147.0, 2112.0]"
tube_rack_storage_cabinet,0.2509419322013855,"[442.0, 373.0, 639.0, 480.0]","[0.0, 0.0, 0.0]","[411.0, 461.0, 2119.0]","[1147.0, 481.0, 2211.0]",,"[120.0, 91.0, 231.0]"
blood_tube,0.4977720081806183,"[405.0, 145.0, 440.0, 199.0]","[346.0, -245.0, 2149.0]","[482.0, -574.0, 3624.0]","[859.0, -714.0, 4503.0]","[287.0, -150.0, 2156.0]","[401.0, -146.0, 2104.0]"
tube_rack_storage_cabinet,0.2721835970878601,"[441.0, 372.0, 639.0, 480.0]","[0.0, 0.0, 0.0]","[408.0, 457.0, 2119.0]",,,"[120.0, 91.0, 231.0]"
blood_tube,0.4829255938529968,"[405.0, 145.0, 440.0, 199.0]","[346.0, -245.0, 2149.0]","[562.0, -669.0, 4223.0]","[885.0, -735.0, 4639.0]","[290.0, -151.0, 2179.0]","[401.0, -146.0, 2104.0]"
blood_tube,0.5357849597930908,"[405.0, 145.0, 440.0, 199.0]","[345.0, -244.0, 2141.0]","[476.0, -568.0, 3581.0]","[847.0, -703.0, 4438.0]","[288.0, -150.0, 2164.0]","[403.0, -147.0, 2112.0]"
blood_tube,0.36577340960502625,"[405.0, 145.0, 440.0, 199.0]","[347.0, -246.0, 2156.0]","[526.0, -626.0, 3951.0]","[872.0, -724.0, 4570.0]","[288.0, -150.0, 2164.0]","[403.0, -147.0, 2112.0]"
tube_rack_storage_cabinet,0.25341805815696716,"[441.0, 369.0, 639.0, 480.0]","[0.0, 0.0, 0.0]","[416.0, 456.0, 2164.0]","[1107.0, 450.0, 2134.0]",,"[120.0, 91.0, 232.0]"
blood_tube,0.254476398229599,"[405.0, 146.0, 440.0, 199.0]","[341.0, -242.0, 2119.0]","[466.0, -549.0, 3499.0]","[950.0, -781.0, 4979.0]","[285.0, -149.0, 2141.0]","[401.0, -146.0, 2104.0]"
blood_tube,0.28583410382270813,"[405.0, 146.0, 440.0, 199.0]","[341.0, -242.0, 2119.0]","[453.0, -534.0, 3402.0]","[878.0, -722.0, 4605.0]","[286.0, -149.0, 2149.0]","[401.0, -146.0, 2104.0]"
tube_rack_storage_cabinet,0.2631656229496002,"[440.0, 370.0, 639.0, 480.0]","[0.0, 0.0, 0.0]","[410.0, 456.0, 2149.0]","[1081.0, 442.0, 2083.0]",,"[120.0, 91.0, 232.0]"
blood_tube,0.33661720156669617,"[405.0, 147.0, 440.0, 198.0]","[342.0, -242.0, 2126.0]","[433.0, -505.0, 3257.0]","[872.0, -709.0, 4570.0]","[286.0, -153.0, 2149.0]","[403.0, -150.0, 2112.0]"
blood_tube,0.3478221595287323,"[405.0, 147.0, 440.0, 198.0]","[341.0, -242.0, 2119.0]","[474.0, -553.0, 3561.0]","[913.0, -742.0, 4784.0]","[285.0, -152.0, 2141.0]","[403.0, -150.0, 2112.0]"
blood_tube,0.37830206751823425,"[405.0, 147.0, 440.0, 199.0]","[342.0, -239.0, 2126.0]","[471.0, -549.0, 3540.0]","[935.0, -760.0, 4899.0]","[286.0, -149.0, 2149.0]","[401.0, -146.0, 2104.0]"
blood_tube,0.36205920577049255,"[405.0, 147.0, 440.0, 199.0]","[344.0, -240.0, 2134.0]","[474.0, -553.0, 3561.0]","[806.0, -655.0, 4223.0]","[287.0, -150.0, 2156.0]","[403.0, -147.0, 2112.0]"
blood_tube,0.4381568729877472,"[405.0, 147.0, 440.0, 199.0]","[349.0, -243.0, 2164.0]","[500.0, -583.0, 3757.0]","[899.0, -731.0, 4711.0]","[286.0, -149.0, 2149.0]","[403.0, -147.0, 2112.0]"
blood_tube,0.4279254078865051,"[405.0, 147.0, 440.0, 199.0]","[345.0, -241.0, 2141.0]","[482.0, -562.0, 3624.0]","[892.0, -726.0, 4675.0]","[288.0, -150.0, 2164.0]","[401.0, -146.0, 2104.0]"
blood_tube,0.46170738339424133,"[405.0, 147.0, 440.0, 199.0]","[344.0, -240.0, 2134.0]","[519.0, -605.0, 3901.0]","[942.0, -766.0, 4939.0]","[288.0, -150.0, 2164.0]","[403.0, -147.0, 2112.0]"
blood_tube,0.4113895297050476,"[405.0, 147.0, 440.0, 198.0]","[347.0, -246.0, 2156.0]","[506.0, -590.0, 3804.0]","[847.0, -689.0, 4438.0]","[287.0, -153.0, 2156.0]","[401.0, -150.0, 2104.0]"
blood_tube,0.5232571363449097,"[405.0, 147.0, 440.0, 198.0]","[345.0, -244.0, 2141.0]","[513.0, -598.0, 3852.0]","[878.0, -715.0, 4605.0]","[287.0, -153.0, 2156.0]","[401.0, -150.0, 2104.0]"
blood_tube,0.5673067569732666,"[405.0, 147.0, 440.0, 198.0]","[345.0, -244.0, 2141.0]","[519.0, -605.0, 3901.0]","[965.0, -785.0, 5061.0]","[287.0, -153.0, 2156.0]","[401.0, -150.0, 2104.0]"
blood_tube,0.596537172794342,"[405.0, 147.0, 440.0, 198.0]","[346.0, -245.0, 2149.0]","[431.0, -503.0, 3240.0]","[1034.0, -841.0, 5420.0]","[286.0, -153.0, 2149.0]","[403.0, -150.0, 2112.0]"
blood_tube,0.4467395842075348,"[405.0, 147.0, 440.0, 198.0]","[344.0, -243.0, 2134.0]","[529.0, -617.0, 3977.0]","[664.0, -540.0, 3480.0]","[286.0, -153.0, 2149.0]","[401.0, -150.0, 2104.0]"
blood_tube,0.46350541710853577,"[405.0, 147.0, 440.0, 199.0]","[346.0, -241.0, 2149.0]","[513.0, -598.0, 3852.0]","[602.0, -490.0, 3157.0]","[287.0, -150.0, 2156.0]","[400.0, -146.0, 2097.0]"
blood_tube,0.5399380922317505,"[405.0, 147.0, 440.0, 199.0]","[349.0, -243.0, 2164.0]","[554.0, -647.0, 4166.0]","[683.0, -556.0, 3581.0]","[287.0, -150.0, 2156.0]","[400.0, -146.0, 2097.0]"
blood_tube,0.43355000019073486,"[405.0, 146.0, 440.0, 199.0]","[349.0, -247.0, 2164.0]","[540.0, -636.0, 4056.0]","[667.0, -549.0, 3499.0]","[287.0, -150.0, 2156.0]","[403.0, -147.0, 2112.0]"
blood_tube,0.5043624639511108,"[405.0, 147.0, 440.0, 199.0]","[342.0, -239.0, 2126.0]","[540.0, -629.0, 4056.0]","[817.0, -665.0, 4283.0]","[286.0, -149.0, 2149.0]","[400.0, -146.0, 2097.0]"
blood_tube,0.5148553252220154,"[405.0, 147.0, 440.0, 199.0]","[346.0, -241.0, 2149.0]","[488.0, -569.0, 3667.0]","[656.0, -534.0, 3440.0]","[287.0, -150.0, 2156.0]","[403.0, -147.0, 2112.0]"
tube_rack_storage_cabinet,0.26321858167648315,"[440.0, 354.0, 639.0, 480.0]","[0.0, 0.0, 0.0]","[414.0, 404.0, 2172.0]","[1119.0, 401.0, 2156.0]",,"[120.0, 91.0, 232.0]"
blood_tube,0.5468504428863525,"[405.0, 147.0, 440.0, 199.0]","[345.0, -241.0, 2141.0]","[526.0, -613.0, 3951.0]","[878.0, -715.0, 4605.0]","[286.0, -149.0, 2149.0]","[403.0, -147.0, 2112.0]"
blood_tube,0.5770885944366455,"[405.0, 147.0, 440.0, 199.0]","[342.0, -239.0, 2126.0]","[522.0, -609.0, 3926.0]","[759.0, -617.0, 3977.0]","[287.0, -150.0, 2156.0]","[403.0, -147.0, 2112.0]"
blood_tube,0.6480361819267273,"[405.0, 147.0, 440.0, 199.0]","[345.0, -241.0, 2141.0]","[482.0, -562.0, 3624.0]","[872.0, -709.0, 4570.0]","[288.0, -150.0, 2164.0]","[401.0, -146.0, 2104.0]"
blood_tube,0.6606189608573914,"[405.0, 147.0, 440.0, 199.0]","[342.0, -239.0, 2126.0]","[547.0, -638.0, 4110.0]","[865.0, -704.0, 4536.0]","[288.0, -150.0, 2164.0]","[403.0, -147.0, 2112.0]"
blood_tube,0.7609222531318665,"[405.0, 147.0, 440.0, 198.0]","[342.0, -242.0, 2126.0]","[586.0, -684.0, 4406.0]","[859.0, -699.0, 4503.0]","[287.0, -153.0, 2156.0]","[401.0, -150.0, 2104.0]"
blood_tube,0.71689772605896,"[405.0, 147.0, 440.0, 199.0]","[347.0, -242.0, 2156.0]","[554.0, -647.0, 4166.0]","[865.0, -704.0, 4536.0]","[287.0, -150.0, 2156.0]","[401.0, -146.0, 2104.0]"
blood_tube,0.6914900541305542,"[405.0, 147.0, 440.0, 199.0]","[347.0, -242.0, 2156.0]","[558.0, -651.0, 4195.0]",,"[286.0, -149.0, 2149.0]","[403.0, -147.0, 2112.0]"
blood_tube,0.7226470708847046,"[405.0, 147.0, 440.0, 199.0]","[342.0, -239.0, 2126.0]","[529.0, -617.0, 3977.0]","[708.0, -576.0, 3712.0]","[286.0, -149.0, 2149.0]","[403.0, -147.0, 2112.0]"
tube_rack_storage_cabinet,0.25386741757392883,"[441.0, 380.0, 639.0, 480.0]","[0.0, 0.0, 0.0]","[409.0, 487.0, 2126.0]",,,"[120.0, 91.0, 232.0]"
blood_tube,0.7204053401947021,"[405.0, 147.0, 440.0, 199.0]","[346.0, -241.0, 2149.0]","[519.0, -605.0, 3901.0]","[853.0, -694.0, 4470.0]","[288.0, -150.0, 2164.0]","[401.0, -146.0, 2104.0]"
blood_tube,0.737516462802887,"[405.0, 147.0, 440.0, 198.0]","[341.0, -242.0, 2119.0]","[497.0, -579.0, 3734.0]","[795.0, -647.0, 4166.0]","[286.0, -153.0, 2149.0]","[404.0, -151.0, 2119.0]"
blood_tube,0.7638687491416931,"[405.0, 147.0, 440.0, 199.0]","[350.0, -244.0, 2172.0]","[503.0, -587.0, 3780.0]","[708.0, -576.0, 3712.0]","[289.0, -151.0, 2172.0]","[400.0, -146.0, 2097.0]"
blood_tube,0.759794294834137,"[405.0, 147.0, 440.0, 199.0]","[345.0, -241.0, 2141.0]","[516.0, -602.0, 3876.0]","[691.0, -562.0, 3624.0]","[288.0, -150.0, 2164.0]","[401.0, -146.0, 2104.0]"
blood_tube,0.7393976449966431,"[405.0, 147.0, 440.0, 199.0]","[346.0, -241.0, 2149.0]","[443.0, -516.0, 3328.0]","[800.0, -651.0, 4195.0]","[286.0, -149.0, 2149.0]","[403.0, -147.0, 2112.0]"
blood_tube,0.7133803367614746,"[405.0, 147.0, 440.0, 199.0]","[342.0, -239.0, 2126.0]","[506.0, -590.0, 3804.0]","[847.0, -689.0, 4438.0]","[288.0, -150.0, 2164.0]","[401.0, -146.0, 2104.0]"
blood_tube,0.7191013097763062,"[405.0, 147.0, 441.0, 199.0]","[347.0, -240.0, 2134.0]","[519.0, -605.0, 3901.0]","[1052.0, -849.0, 5468.0]","[286.0, -149.0, 2149.0]","[403.0, -146.0, 2097.0]"
blood_tube,0.7675914168357849,"[405.0, 147.0, 440.0, 199.0]","[347.0, -242.0, 2156.0]","[526.0, -613.0, 3951.0]","[847.0, -689.0, 4438.0]","[287.0, -150.0, 2156.0]","[403.0, -147.0, 2112.0]"
blood_tube,0.7171040177345276,"[405.0, 147.0, 440.0, 199.0]","[350.0, -244.0, 2172.0]","[455.0, -531.0, 3421.0]","[1006.9999999999999, -819.0, 5279.0]","[285.0, -149.0, 2141.0]","[401.0, -146.0, 2104.0]"
blood_tube,0.7415966987609863,"[405.0, 147.0, 440.0, 199.0]","[345.0, -241.0, 2141.0]","[503.0, -587.0, 3780.0]","[806.0, -655.0, 4223.0]","[286.0, -149.0, 2149.0]","[401.0, -146.0, 2104.0]"
blood_tube,0.7313315272331238,"[405.0, 147.0, 441.0, 199.0]","[348.0, -241.0, 2141.0]","[536.0, -625.0, 4029.0]","[760.0, -613.0, 3951.0]","[286.0, -149.0, 2149.0]","[405.0, -146.0, 2104.0]"
blood_tube,0.7420292496681213,"[405.0, 147.0, 440.0, 199.0]","[345.0, -241.0, 2141.0]","[491.0, -573.0, 3689.0]","[823.0, -669.0, 4313.0]","[288.0, -150.0, 2164.0]","[403.0, -147.0, 2112.0]"
blood_tube,0.743777871131897,"[405.0, 147.0, 441.0, 199.0]","[350.0, -241.0, 2149.0]","[566.0, -660.0, 4253.0]","[770.0, -621.0, 4003.0]","[288.0, -150.0, 2164.0]","[405.0, -146.0, 2104.0]"
blood_tube,0.7361976504325867,"[405.0, 147.0, 440.0, 198.0]","[347.0, -246.0, 2156.0]","[562.0, -655.0, 4223.0]","[828.0, -674.0, 4343.0]","[287.0, -153.0, 2156.0]","[403.0, -150.0, 2112.0]"
blood_tube,0.7460839152336121,"[405.0, 147.0, 440.0, 199.0]","[349.0, -243.0, 2164.0]","[540.0, -629.0, 4056.0]","[885.0, -720.0, 4639.0]","[288.0, -150.0, 2164.0]","[401.0, -146.0, 2104.0]"
blood_tube,0.7568759918212891,"[405.0, 147.0, 440.0, 199.0]","[347.0, -242.0, 2156.0]","[497.0, -579.0, 3734.0]","[958.0, -779.0, 5020.0]","[286.0, -149.0, 2149.0]","[401.0, -146.0, 2104.0]"
blood_tube,0.7679926753044128,"[405.0, 147.0, 441.0, 199.0]","[342.0, -236.0, 2104.0]","[466.0, -543.0, 3499.0]","[854.0, -689.0, 4438.0]","[287.0, -150.0, 2156.0]","[406.0, -147.0, 2112.0]"
blood_tube,0.78074049949646,"[405.0, 147.0, 441.0, 199.0]","[357.0, -247.0, 2195.0]","[476.0, -556.0, 3581.0]","[802.0, -647.0, 4166.0]","[287.0, -150.0, 2156.0]","[406.0, -147.0, 2112.0]"
blood_tube,0.7237226963043213,"[405.0, 147.0, 441.0, 199.0]","[352.0, -243.0, 2164.0]","[485.0, -566.0, 3645.0]","[732.0, -590.0, 3804.0]","[285.0, -149.0, 2141.0]","[406.0, -147.0, 2112.0]"
blood_tube,0.7334399819374084,"[405.0, 147.0, 440.0, 199.0]","[346.0, -241.0, 2149.0]","[529.0, -617.0, 3977.0]","[885.0, -720.0, 4639.0]","[285.0, -149.0, 2141.0]","[403.0, -147.0, 2112.0]"
blood_tube,0.7555468082427979,"[405.0, 147.0, 441.0, 199.0]","[347.0, -240.0, 2134.0]","[529.0, -617.0, 3977.0]","[836.0, -674.0, 4343.0]","[286.0, -149.0, 2149.0]","[405.0, -146.0, 2104.0]"
blood_tube,0.7619391679763794,"[405.0, 147.0, 441.0, 199.0]","[353.0, -244.0, 2172.0]","[500.0, -583.0, 3757.0]","[950.0, -766.0, 4939.0]","[289.0, -151.0, 2172.0]","[405.0, -146.0, 2104.0]"
blood_tube,0.8198930621147156,"[405.0, 147.0, 441.0, 199.0]","[347.0, -240.0, 2134.0]","[471.0, -549.0, 3540.0]","[830.0, -669.0, 4313.0]","[286.0, -149.0, 2149.0]","[405.0, -146.0, 2104.0]"
blood_tube,0.787880539894104,"[405.0, 147.0, 441.0, 199.0]","[351.0, -242.0, 2156.0]","[482.0, -562.0, 3624.0]","[780.0, -629.0, 4056.0]","[287.0, -150.0, 2156.0]","[405.0, -146.0, 2104.0]"
blood_tube,0.8049859404563904,"[405.0, 147.0, 441.0, 199.0]","[348.0, -241.0, 2141.0]","[482.0, -562.0, 3624.0]","[950.0, -766.0, 4939.0]","[287.0, -150.0, 2156.0]","[403.0, -146.0, 2097.0]"
blood_tube,0.7633715867996216,"[405.0, 147.0, 440.0, 199.0]","[347.0, -242.0, 2156.0]","[503.0, -587.0, 3780.0]","[704.0, -573.0, 3689.0]","[286.0, -149.0, 2149.0]","[400.0, -146.0, 2097.0]"
blood_tube,0.7550968527793884,"[405.0, 147.0, 441.0, 199.0]","[350.0, -241.0, 2149.0]","[586.0, -684.0, 4406.0]","[775.0, -625.0, 4029.0]","[288.0, -150.0, 2164.0]","[405.0, -146.0, 2104.0]"
blood_tube,0.7278300523757935,"[405.0, 146.0, 440.0, 199.0]","[345.0, -244.0, 2141.0]","[536.0, -632.0, 4029.0]","[800.0, -658.0, 4195.0]","[289.0, -151.0, 2172.0]","[401.0, -146.0, 2104.0]"
blood_tube,0.6367321610450745,"[405.0, 146.0, 440.0, 199.0]","[345.0, -244.0, 2141.0]","[536.0, -632.0, 4029.0]","[853.0, -701.0, 4470.0]","[288.0, -150.0, 2164.0]","[403.0, -147.0, 2112.0]"
blood_tube,0.5988799929618835,"[405.0, 147.0, 440.0, 199.0]","[345.0, -241.0, 2141.0]","[543.0, -634.0, 4083.0]","[708.0, -576.0, 3712.0]","[286.0, -149.0, 2149.0]","[403.0, -147.0, 2112.0]"
blood_tube,0.6472549438476562,"[405.0, 147.0, 440.0, 199.0]","[344.0, -240.0, 2134.0]","[529.0, -617.0, 3977.0]","[735.0, -598.0, 3852.0]","[288.0, -150.0, 2164.0]","[401.0, -146.0, 2104.0]"
blood_tube,0.6620805263519287,"[405.0, 146.0, 440.0, 199.0]","[349.0, -247.0, 2164.0]","[562.0, -662.0, 4223.0]","[683.0, -562.0, 3581.0]","[287.0, -150.0, 2156.0]","[401.0, -146.0, 2104.0]"
blood_tube,0.6852856874465942,"[405.0, 146.0, 440.0, 199.0]","[345.0, -244.0, 2141.0]","[586.0, -691.0, 4406.0]","[721.0, -593.0, 3780.0]","[286.0, -149.0, 2149.0]","[403.0, -147.0, 2112.0]"
